"country","code","year","life_exp","hc_exp","gni_percap","tb_per100K"
"Kuwait","KWT","2014",74.59,1385.78,82020,22
"Kyrgyz Republic","KGZ","2000",68.56,12.91,1550,244
"Kyrgyz Republic","KGZ","2001",68.71,14.61,1690,246
"Kyrgyz Republic","KGZ","2002",68.16,17.37,1700,243
"Kyrgyz Republic","KGZ","2003",68.26,20.63,1840,235
"Kyrgyz Republic","KGZ","2004",68.15,24.38,1980,224
"Kyrgyz Republic","KGZ","2005",67.96,27.99,2030,210
"Kyrgyz Republic","KGZ","2006",67.7,37.05,2180,195
"Kyrgyz Republic","KGZ","2007",67.9,50.1,2420,179
"Kyrgyz Republic","KGZ","2008",68.45,58.61,2570,165
"Kyrgyz Republic","KGZ","2009",69.1,59.02,2640,153
"Kyrgyz Republic","KGZ","2010",69.3,58.28,2560,145
"Kyrgyz Republic","KGZ","2011",69.6,69.08,2610,141
"Kyrgyz Republic","KGZ","2012",70,81.66,2850,140
"Kyrgyz Republic","KGZ","2013",70.2,85.26,3100,141
"Kyrgyz Republic","KGZ","2014",70.4,81.57,3250,142
"Lao PDR","LAO","2000",58.88,10.46,1780,330
"Lao PDR","LAO","2001",59.45,13.21,1900,317
"Lao PDR","LAO","2002",60.02,12.91,2020,305
"Lao PDR","LAO","2003",60.6,17.73,2110,293
"Lao PDR","LAO","2004",61.17,19.08,2310,282
"Lao PDR","LAO","2005",61.73,20.41,2560,270
"Lao PDR","LAO","2006",62.29,25.13,2730,260
"Lao PDR","LAO","2007",62.83,29.4,3030,249
"Lao PDR","LAO","2008",63.35,24.22,3230,240
"Lao PDR","LAO","2009",63.85,34.22,3500,230
"Lao PDR","LAO","2010",64.33,30.02,3650,221
"Lao PDR","LAO","2011",64.8,27.81,3920,213
"Lao PDR","LAO","2012",65.25,30.76,4270,204
"Lao PDR","LAO","2013",65.69,32.7,4670,197
"Lao PDR","LAO","2014",66.12,32.57,5070,189
"Latvia","LVA","2000",70.31,196.41,8000,122
"Latvia","LVA","2001",70.76,216.32,9080,114
"Latvia","LVA","2002",70.96,251.62,10080,104
"Latvia","LVA","2003",71.27,300.98,10960,94
"Latvia","LVA","2004",72.03,396.98,11960,84
"Latvia","LVA","2005",71.36,455.84,13690,75
"Latvia","LVA","2006",70.87,612.62,15340,68
"Latvia","LVA","2007",71.02,915.23,17550,62
"Latvia","LVA","2008",72.42,1018.76,19150,57
"Latvia","LVA","2009",73.08,817.2,18070,53
"Latvia","LVA","2010",73.48,739.38,17800,51
"Latvia","LVA","2011",73.58,827.44,19710,50
"Latvia","LVA","2012",73.78,826.55,21040,50
"Latvia","LVA","2013",73.98,868.85,22630,50
"Latvia","LVA","2014",74.19,920.7,23820,49
"Lebanon","LBN","2000",74.43,579.03,10120,20
"Lebanon","LBN","2001",74.92,571.03,10120,18
"Lebanon","LBN","2002",75.41,544.44,9720,14
"Lebanon","LBN","2003",75.9,496.31,8450,12
"Lebanon","LBN","2004",76.38,483.33,10220,12
"Lebanon","LBN","2005",76.83,449.54,10830,11
"Lebanon","LBN","2006",77.25,474.4,11340,11
"Lebanon","LBN","2007",77.62,535.63,12910,13
"Lebanon","LBN","2008",77.94,566.25,14070,15
"Lebanon","LBN","2009",78.22,623.9,15040,14
"Lebanon","LBN","2010",78.47,630.23,15740,14
"Lebanon","LBN","2011",78.69,621.85,15620,12
"Lebanon","LBN","2012",78.91,626.09,15150,15
"Lebanon","LBN","2013",79.13,597.19,14440,15
"Lebanon","LBN","2014",79.37,568.71,14000,14
"Lesotho","LSO","2000",47.18,28.73,1800,992
"Lesotho","LSO","2001",45.67,28.42,2150,1084
"Lesotho","LSO","2002",44.54,24.06,2200,1160
"Lesotho","LSO","2003",43.82,36.39,2320,1218
"Lesotho","LSO","2004",43.53,44.95,2310,1259
"Lesotho","LSO","2005",43.66,44.73,2300,1279
"Lesotho","LSO","2006",44.15,52.4,2360,1278
"Lesotho","LSO","2007",44.88,69.17,2480,1259
"Lesotho","LSO","2008",45.74,73.18,2630,1225
"Lesotho","LSO","2009",46.63,84.22,2680,1177
"Lesotho","LSO","2010",47.48,118.26,2760,1119
"Lesotho","LSO","2011",48.22,146.32,3090,1054
"Lesotho","LSO","2012",48.84,129.15,3190,985
"Lesotho","LSO","2013",49.33,114.16,3480,916
"Lesotho","LSO","2014",49.7,105.11,3390,852
"Liberia","LBR","2000",52.41,10.82,540,240
"Liberia","LBR","2001",52.53,11,470,245
"Liberia","LBR","2002",52.81,9.47,480,250
"Liberia","LBR","2003",53.33,4.5,310,256
"Liberia","LBR","2004",54.1,12.87,330,262
"Liberia","LBR","2005",55.07,13.32,380,267
"Liberia","LBR","2006",56.14,18.42,430,272
"Liberia","LBR","2007",57.19,21.47,490,277
"Liberia","LBR","2008",58.11,27.37,530,282
"Liberia","LBR","2009",58.87,43.5,580,288
"Liberia","LBR","2010",59.44,38.76,590,293
"Liberia","LBR","2011",59.86,42.34,670,299
"Liberia","LBR","2012",60.2,42.15,670,304
"Liberia","LBR","2013",60.52,41.93,710,308
"Liberia","LBR","2014",60.83,46.27,710,308
"Libya","LBY","2000",70.57,245.62,NA,40
"Libya","LBY","2001",70.72,254.61,NA,40
"Libya","LBY","2002",70.89,181.4,17260,40
"Libya","LBY","2003",71.07,190.07,19720,40
"Libya","LBY","2004",71.28,202.01,20250,40
"Libya","LBY","2005",71.47,211.95,23010,40
"Libya","LBY","2006",71.63,233.94,25380,40
"Libya","LBY","2007",71.74,273.51,27080,40
"Libya","LBY","2008",71.79,317.77,27750,40
"Libya","LBY","2009",71.78,350.64,27380,40
"Libya","LBY","2010",71.74,394.34,28570,40
"Libya","LBY","2011",71.68,307.86,11040,40
"Libya","LBY","2012",71.65,655.43,NA,40
"Libya","LBY","2013",71.66,516.07,NA,40
"Libya","LBY","2014",71.72,371.72,NA,40
"Liechtenstein","LIE","2000",76.83,NA,NA,NA
"Liechtenstein","LIE","2001",79.28,NA,NA,NA
"Liechtenstein","LIE","2002",79.64,NA,NA,NA
"Liechtenstein","LIE","2003",79.96,NA,NA,NA
"Liechtenstein","LIE","2004",81.77,NA,NA,NA
"Liechtenstein","LIE","2005",80.67,NA,NA,NA
"Liechtenstein","LIE","2006",80.95,NA,NA,NA
"Liechtenstein","LIE","2007",81.3,NA,NA,NA
"Liechtenstein","LIE","2008",82.68,NA,NA,NA
"Liechtenstein","LIE","2009",81.5,NA,NA,NA
"Liechtenstein","LIE","2010",81.84,NA,NA,NA
"Liechtenstein","LIE","2011",81.79,NA,NA,NA
"Liechtenstein","LIE","2012",82.38,NA,NA,NA
"Liechtenstein","LIE","2013",82.26,NA,NA,NA
"Liechtenstein","LIE","2014",82.26,NA,NA,NA
"Lithuania","LTU","2000",72.02,211.49,NA,102
"Lithuania","LTU","2001",71.66,219.45,NA,100
"Lithuania","LTU","2002",71.76,263.65,NA,97
"Lithuania","LTU","2003",72.06,352.04,NA,93
"Lithuania","LTU","2004",71.96,378.28,12790,89
"Lithuania","LTU","2005",71.25,453.88,14330,86
"Lithuania","LTU","2006",71.06,569.67,16180,83
"Lithuania","LTU","2007",70.9,753.19,18370,80
"Lithuania","LTU","2008",71.81,976.91,20040,78
"Lithuania","LTU","2009",72.91,876.78,18500,76
"Lithuania","LTU","2010",73.27,828.65,19750,73
"Lithuania","LTU","2011",73.56,967.81,22010,70
"Lithuania","LTU","2012",73.86,940.1,23900,68
"Lithuania","LTU","2013",73.91,1019.79,25990,65
"Lithuania","LTU","2014",73.97,1063.42,27730,62
"Luxembourg","LUX","2000",77.87,3500,44460,12
"Luxembourg","LUX","2001",77.82,3405.29,45440,8.1
"Luxembourg","LUX","2002",77.97,4202.19,46630,8
"Luxembourg","LUX","2003",77.73,4987.75,46050,14
"Luxembourg","LUX","2004",79.12,6145.32,52100,7.9
"Luxembourg","LUX","2005",79.43,6488.07,56540,9.3
"Luxembourg","LUX","2006",79.29,7029.83,53310,8.2
"Luxembourg","LUX","2007",79.38,7329.37,62610,9.4
"Luxembourg","LUX","2008",80.54,8303.75,63980,6.6
"Luxembourg","LUX","2009",80.64,8126.26,54490,6.3
"Luxembourg","LUX","2010",80.63,7964.46,62780,6.6
"Luxembourg","LUX","2011",80.99,8333.58,62660,5.5
"Luxembourg","LUX","2012",81.39,7550.71,62950,9.7
"Luxembourg","LUX","2013",81.8,7980.83,62780,8
"Luxembourg","LUX","2014",82.21,8137.52,66420,5
"Macao SAR, China","MAC","2000",77.62,NA,30010,120
"Macao SAR, China","MAC","2001",77.83,NA,34410,122
"Macao SAR, China","MAC","2002",78.04,NA,37480,100
"Macao SAR, China","MAC","2003",78.25,NA,41400,96
"Macao SAR, China","MAC","2004",78.45,NA,51150,85
"Macao SAR, China","MAC","2005",78.65,NA,55260,98
"Macao SAR, China","MAC","2006",78.85,NA,60450,99
"Macao SAR, China","MAC","2007",79.06,NA,76680,89
"Macao SAR, China","MAC","2008",79.26,NA,70580,89
"Macao SAR, China","MAC","2009",79.48,NA,71300,76
"Macao SAR, China","MAC","2010",79.69,NA,86160,85
"Macao SAR, China","MAC","2011",79.91,NA,101400,80
"Macao SAR, China","MAC","2012",80.12,NA,108850,83
"Macao SAR, China","MAC","2013",80.34,NA,119420,88
"Macao SAR, China","MAC","2014",80.55,NA,121040,78
"Macedonia, FYR","MKD","2000",73.24,160.15,6080,36
"Macedonia, FYR","MKD","2001",73.46,150.22,6060,36
"Macedonia, FYR","MKD","2002",73.65,178.16,6300,38
"Macedonia, FYR","MKD","2003",73.82,223.7,6480,39
"Macedonia, FYR","MKD","2004",73.96,241.47,7110,36
"Macedonia, FYR","MKD","2005",74.09,243.73,7690,33
"Macedonia, FYR","MKD","2006",74.21,255.5,8620,31
"Macedonia, FYR","MKD","2007",74.32,280.97,8870,29
"Macedonia, FYR","MKD","2008",74.45,330.65,10350,25
"Macedonia, FYR","MKD","2009",74.58,308.76,10900,25
"Macedonia, FYR","MKD","2010",74.72,312.22,11180,21
"Macedonia, FYR","MKD","2011",74.87,336.33,11440,18
"Macedonia, FYR","MKD","2012",75.03,318.52,11610,19
"Macedonia, FYR","MKD","2013",75.19,316.14,12390,17
"Macedonia, FYR","MKD","2014",75.34,353.93,13220,15
"Madagascar","MDG","2000",58.47,12.51,1130,293
"Madagascar","MDG","2001",59.11,14.43,1190,286
"Madagascar","MDG","2002",59.7,13.91,1020,280
"Madagascar","MDG","2003",60.24,15.28,1110,273
"Madagascar","MDG","2004",60.73,12.01,1160,268
"Madagascar","MDG","2005",61.19,13.86,1220,262
"Madagascar","MDG","2006",61.62,14.98,1290,257
"Madagascar","MDG","2007",62.05,18.89,1370,252
"Madagascar","MDG","2008",62.48,21.24,1460,248
"Madagascar","MDG","2009",62.92,19.61,1370,244
"Madagascar","MDG","2010",63.36,20.15,1350,241
"Madagascar","MDG","2011",63.81,19.33,1350,238
"Madagascar","MDG","2012",64.25,15.38,1360,236
"Madagascar","MDG","2013",64.67,19.2,1370,233
"Madagascar","MDG","2014",65.09,13.67,1410,235
"Malawi","MWI","2000",44.08,9.45,680,392
"Malawi","MWI","2001",44.46,7.58,650,394
"Malawi","MWI","2002",45.05,10.9,660,396
"Malawi","MWI","2003",45.88,12.73,690,397
"Malawi","MWI","2004",46.96,16.54,730,397
"Malawi","MWI","2005",48.28,17.73,760,397
"Malawi","MWI","2006",49.82,21.38,800,392
"Malawi","MWI","2007",51.51,25.17,870,383
"Malawi","MWI","2008",53.29,32.9,930,370
"Malawi","MWI","2009",55.08,35.73,980,352
"Malawi","MWI","2010",56.84,36.72,1020,332
"Malawi","MWI","2011",58.5,43.14,1060,312
"Malawi","MWI","2012",60.05,32.56,1060,294
"Malawi","MWI","2013",61.47,26.29,1090,261
"Malawi","MWI","2014",62.72,29.02,1140,227
"Malaysia","MYS","2000",72.87,121.62,11760,74
"Malaysia","MYS","2001",73.04,131.78,11950,71
"Malaysia","MYS","2002",73.2,140.65,12630,68
"Malaysia","MYS","2003",73.35,175.21,13540,73
"Malaysia","MYS","2004",73.48,184.42,14620,68
"Malaysia","MYS","2005",73.6,183.16,15730,69
"Malaysia","MYS","2006",73.71,226.37,17080,70
"Malaysia","MYS","2007",73.82,261.07,19000,69
"Malaysia","MYS","2008",73.93,294.59,19500,72
"Malaysia","MYS","2009",74.04,290.62,19020,72
"Malaysia","MYS","2010",74.16,351.28,20020,76
"Malaysia","MYS","2011",74.29,393.67,21350,80
"Malaysia","MYS","2012",74.42,421.51,22270,87
"Malaysia","MYS","2013",74.57,427.05,23430,91
"Malaysia","MYS","2014",74.72,455.83,24900,93
"Maldives","MDV","2000",70.06,178.05,NA,59
"Maldives","MDV","2001",71.01,180.93,5410,61
"Maldives","MDV","2002",71.93,181.37,5710,54
"Maldives","MDV","2003",72.81,208.58,6560,58
"Maldives","MDV","2004",73.62,236.05,7470,50
"Maldives","MDV","2005",74.33,349.73,6890,50
"Maldives","MDV","2006",74.93,350.47,8210,40
"Maldives","MDV","2007",75.4,367.53,7650,50
"Maldives","MDV","2008",75.76,613.81,8740,47
"Maldives","MDV","2009",76.02,611.23,8530,38
"Maldives","MDV","2010",76.2,556.11,8920,36
"Maldives","MDV","2011",76.34,589.64,9710,32
"Maldives","MDV","2012",76.46,673.56,10140,40
"Maldives","MDV","2013",76.6,860.15,10310,41
"Maldives","MDV","2014",76.77,1165.13,11030,44
"Mali","MLI","2000",48.9,15.13,1140,77
"Mali","MLI","2001",49.44,16.96,1260,76
"Mali","MLI","2002",50.1,17.18,1260,74
"Mali","MLI","2003",50.86,21.83,1400,73
"Mali","MLI","2004",51.7,25.08,1410,71
"Mali","MLI","2005",52.58,26.98,1510,69
"Mali","MLI","2006",53.45,30.16,1570,68
"Mali","MLI","2007",54.26,36.21,1630,66
"Mali","MLI","2008",55,41.39,1690,65
"Mali","MLI","2009",55.63,41.78,1720,64
"Mali","MLI","2010",56.18,39.46,1750,63
"Mali","MLI","2011",56.65,45.61,1800,62
"Mali","MLI","2012",57.09,43.17,1750,61
"Mali","MLI","2013",57.54,43.87,1780,60
"Mali","MLI","2014",57.99,47.77,1900,58
"Malta","MLT","2000",78.2,686.93,19000,4.8
"Malta","MLT","2001",78.84,694.68,19840,4.7
"Malta","MLT","2002",78.74,851.07,20670,7.1
"Malta","MLT","2003",78.55,1092.51,20820,2
"Malta","MLT","2004",79.25,1280.23,21370,5.2
"Malta","MLT","2005",79.3,1407.7,21520,6.4
"Malta","MLT","2006",79.44,1495.37,22400,8.6
"Malta","MLT","2007",79.79,1628.07,24100,11
"Malta","MLT","2008",79.64,1805.92,25530,14
"Malta","MLT","2009",80.24,1739.74,24380,12
"Malta","MLT","2010",81.4,1753.89,26400,8.1
"Malta","MLT","2011",80.75,2222.48,27540,8.3
"Malta","MLT","2012",80.75,2216.6,28160,12
"Malta","MLT","2013",81.75,2389.08,29520,14
"Malta","MLT","2014",81.75,2470.6,31400,12
"Marshall Islands","MHL","2000",65.24,465.62,3020,81
"Marshall Islands","MHL","2001",NA,411.94,3250,134
"Marshall Islands","MHL","2002",NA,418.01,3310,122
"Marshall Islands","MHL","2003",NA,411.08,3350,144
"Marshall Islands","MHL","2004",NA,448.8,3440,281
"Marshall Islands","MHL","2005",NA,461.92,3700,267
"Marshall Islands","MHL","2006",NA,547.46,3840,334
"Marshall Islands","MHL","2007",NA,587.55,4070,379
"Marshall Islands","MHL","2008",NA,569.32,4040,299
"Marshall Islands","MHL","2009",NA,551.37,3970,337
"Marshall Islands","MHL","2010",NA,542.26,4090,460
"Marshall Islands","MHL","2011",NA,566,4270,331
"Marshall Islands","MHL","2012",NA,582.62,4280,345
"Marshall Islands","MHL","2013",NA,623.75,4550,354
"Marshall Islands","MHL","2014",NA,625.2,4780,335
"Mauritania","MRT","2000",60.02,25.08,2200,250
"Mauritania","MRT","2001",60.11,20.09,2150,235
"Mauritania","MRT","2002",60.2,24.38,2280,220
"Mauritania","MRT","2003",60.33,23.79,2370,206
"Mauritania","MRT","2004",60.48,28.11,2500,193
"Mauritania","MRT","2005",60.66,29.13,2720,181
"Mauritania","MRT","2006",60.88,30.09,3070,170
"Mauritania","MRT","2007",61.14,35.66,3180,160
"Mauritania","MRT","2008",61.42,38.09,3230,151
"Mauritania","MRT","2009",61.71,39.61,3200,143
"Mauritania","MRT","2010",62.01,39.61,3210,135
"Mauritania","MRT","2011",62.29,39.92,3300,128
"Mauritania","MRT","2012",62.56,43.12,3450,121
"Mauritania","MRT","2013",62.8,47.47,3620,115
"Mauritania","MRT","2014",63.02,48.84,3710,111
"Mauritius","MUS","2000",71.66,146.29,8720,24
"Mauritius","MUS","2001",71.77,146.88,9170,24
"Mauritius","MUS","2002",71.97,168.02,9440,24
"Mauritius","MUS","2003",72.12,192.4,9820,24
"Mauritius","MUS","2004",72.28,225.43,10640,23
"Mauritius","MUS","2005",72.43,229.79,11060,23
"Mauritius","MUS","2006",72.43,240.08,12390,23
"Mauritius","MUS","2007",72.57,268.02,13650,22
"Mauritius","MUS","2008",72.57,358.47,14470,22
"Mauritius","MUS","2009",72.88,353.09,14750,22
"Mauritius","MUS","2010",72.97,411.58,15800,22
"Mauritius","MUS","2011",73.27,451.21,16610,21
"Mauritius","MUS","2012",73.86,432.48,17470,21
"Mauritius","MUS","2013",74.02,455.53,18280,21
"Mauritius","MUS","2014",74.19,482.45,18740,22
"Mexico","MEX","2000",74.3,322.09,10090,29
"Mexico","MEX","2001",74.53,366.31,10100,27
"Mexico","MEX","2002",74.74,389.26,10170,25
"Mexico","MEX","2003",74.94,412.98,10400,23
"Mexico","MEX","2004",75.12,446.92,11050,22
"Mexico","MEX","2005",75.28,490.72,11850,21
"Mexico","MEX","2006",75.44,522.31,12860,20
"Mexico","MEX","2007",75.59,565.53,13760,20
"Mexico","MEX","2008",75.73,603.92,14360,20
"Mexico","MEX","2009",75.88,526.08,14050,20
"Mexico","MEX","2010",76.03,591.71,14740,21
"Mexico","MEX","2011",76.19,615.1,15790,21
"Mexico","MEX","2012",76.35,633.09,16260,21
"Mexico","MEX","2013",76.53,673.81,16290,21
"Mexico","MEX","2014",76.72,677.19,17070,21
"Micronesia, Fed. Sts.","FSM","2000",67.28,170.94,2580,106
"Micronesia, Fed. Sts.","FSM","2001",67.38,192.22,2680,121
"Micronesia, Fed. Sts.","FSM","2002",67.5,180.66,2730,148
"Micronesia, Fed. Sts.","FSM","2003",67.64,222.27,2840,124
"Micronesia, Fed. Sts.","FSM","2004",67.78,238.52,2860,138
"Micronesia, Fed. Sts.","FSM","2005",67.92,285.13,3040,115
"Micronesia, Fed. Sts.","FSM","2006",68.07,285.47,3140,123
"Micronesia, Fed. Sts.","FSM","2007",68.22,292.11,3200,167
"Micronesia, Fed. Sts.","FSM","2008",68.36,323.33,3160,196
"Micronesia, Fed. Sts.","FSM","2009",68.49,358.12,3330,178
"Micronesia, Fed. Sts.","FSM","2010",68.61,392.41,3390,198
"Micronesia, Fed. Sts.","FSM","2011",68.73,410.81,3540,179
"Micronesia, Fed. Sts.","FSM","2012",68.85,402.08,3670,174
"Micronesia, Fed. Sts.","FSM","2013",68.97,406.49,3700,198
"Micronesia, Fed. Sts.","FSM","2014",69.1,414.99,3600,226
"Moldova","MDA","2000",66.89,23.45,1870,148
"Moldova","MDA","2001",67.07,28.47,2130,155
"Moldova","MDA","2002",67.24,38.01,2340,162
"Moldova","MDA","2003",67.39,45.21,2680,168
"Moldova","MDA","2004",67.52,61.25,2990,173
"Moldova","MDA","2005",67.68,75.85,3300,176
"Moldova","MDA","2006",67.9,100.81,3570,176
"Moldova","MDA","2007",68.21,134.27,3700,175
"Moldova","MDA","2008",68.63,193.76,4090,172
"Moldova","MDA","2009",69.14,189.05,3730,169
"Moldova","MDA","2010",69.71,196.83,4150,165
"Moldova","MDA","2011",70.27,209.53,4520,162
"Moldova","MDA","2012",70.77,242.63,4700,160
"Moldova","MDA","2013",71.17,224.74,5210,159
"Moldova","MDA","2014",71.46,228.85,5540,153
"Monaco","MCO","2000",NA,2683.88,NA,0
"Monaco","MCO","2001",NA,2716.11,NA,0
"Monaco","MCO","2002",NA,2987,NA,0
"Monaco","MCO","2003",NA,4216.8,NA,0.39
"Monaco","MCO","2004",NA,4901.69,NA,0.78
"Monaco","MCO","2005",NA,4976.43,NA,1.2
"Monaco","MCO","2006",NA,5095.67,NA,1.6
"Monaco","MCO","2007",NA,5667.98,NA,2
"Monaco","MCO","2008",NA,6619.48,NA,2.3
"Monaco","MCO","2009",NA,6472.14,NA,2.7
"Monaco","MCO","2010",NA,6410.44,NA,3.1
"Monaco","MCO","2011",NA,6865.22,NA,2.3
"Monaco","MCO","2012",NA,6551.81,NA,1.6
"Monaco","MCO","2013",NA,7045.02,NA,0.78
"Monaco","MCO","2014",NA,8148.81,NA,0
"Mongolia","MNG","2000",62.91,23.35,3670,428
"Mongolia","MNG","2001",63.38,28.58,3840,428
"Mongolia","MNG","2002",63.84,33.22,4040,428
"Mongolia","MNG","2003",64.3,39.93,4350,428
"Mongolia","MNG","2004",64.73,47.83,4890,428
"Mongolia","MNG","2005",65.17,50.8,5270,428
"Mongolia","MNG","2006",65.61,62.4,5870,428
"Mongolia","MNG","2007",66.07,82.71,6490,428
"Mongolia","MNG","2008",66.56,119.26,7050,428
"Mongolia","MNG","2009",67.08,90.83,6820,428
"Mongolia","MNG","2010",67.6,124.49,6920,428
"Mongolia","MNG","2011",68.12,168.06,8170,428
"Mongolia","MNG","2012",68.61,184.71,9220,428
"Mongolia","MNG","2013",69.06,184.79,10500,428
"Mongolia","MNG","2014",69.46,195.33,11040,428
"Montenegro","MNE","2000",73.18,117.38,6300,NA
"Montenegro","MNE","2001",73.19,155.63,7130,NA
"Montenegro","MNE","2002",73.24,174.68,7500,NA
"Montenegro","MNE","2003",73.32,247.8,7760,NA
"Montenegro","MNE","2004",73.43,285.18,8250,NA
"Montenegro","MNE","2005",73.58,310,8410,29
"Montenegro","MNE","2006",73.79,350.14,10530,31
"Montenegro","MNE","2007",74.04,400.37,12550,27
"Montenegro","MNE","2008",74.35,449.18,13940,24
"Montenegro","MNE","2009",74.69,406.79,13010,21
"Montenegro","MNE","2010",75.05,456.63,13570,20
"Montenegro","MNE","2011",75.39,500.42,14590,20
"Montenegro","MNE","2012",75.71,470,14100,18
"Montenegro","MNE","2013",75.97,454.49,15170,22
"Montenegro","MNE","2014",76.18,457.66,15610,21
"Morocco","MAR","2000",68.5,53.46,3470,118
"Morocco","MAR","2001",68.87,57.24,3780,112
"Morocco","MAR","2002",69.26,72.64,3920,108
"Morocco","MAR","2003",69.65,87.77,4210,104
"Morocco","MAR","2004",70.04,98.7,4500,102
"Morocco","MAR","2005",70.44,99.08,4780,100
"Morocco","MAR","2006",70.85,111.94,5230,99
"Morocco","MAR","2007",71.28,132.81,5510,99
"Morocco","MAR","2008",71.71,153.51,5900,99
"Morocco","MAR","2009",72.15,162.4,6050,99
"Morocco","MAR","2010",72.58,165.63,6280,100
"Morocco","MAR","2011",72.99,182.64,6630,101
"Morocco","MAR","2012",73.36,178.72,6840,103
"Morocco","MAR","2013",73.71,184.23,7190,104
"Morocco","MAR","2014",74.02,190.05,7340,106
"Mozambique","MOZ","2000",48.69,14.54,420,513
"Mozambique","MOZ","2001",49.07,12.24,470,515
"Mozambique","MOZ","2002",49.44,14,470,517
"Mozambique","MOZ","2003",49.81,14.97,540,518
"Mozambique","MOZ","2004",50.21,16.42,570,520
"Mozambique","MOZ","2005",50.64,21.39,620,523
"Mozambique","MOZ","2006",51.12,21.26,670,526
"Mozambique","MOZ","2007",51.62,21.41,720,531
"Mozambique","MOZ","2008",52.15,23.61,770,536
"Mozambique","MOZ","2009",52.69,24.63,830,540
"Mozambique","MOZ","2010",53.23,22.39,870,545
"Mozambique","MOZ","2011",53.74,32.89,940,548
"Mozambique","MOZ","2012",54.21,32.38,1010,551
"Mozambique","MOZ","2013",54.64,34.44,1070,551
"Mozambique","MOZ","2014",55.03,42,1120,551
"Myanmar","MMR","2000",62.08,3.19,1000,411
"Myanmar","MMR","2001",62.4,2.47,1130,411
"Myanmar","MMR","2002",62.71,2.82,1270,410
"Myanmar","MMR","2003",63,3.71,1460,408
"Myanmar","MMR","2004",63.28,4.57,1690,406
"Myanmar","MMR","2005",63.56,4.74,1960,403
"Myanmar","MMR","2006",63.82,5.36,2270,400
"Myanmar","MMR","2007",64.09,6.94,2590,396
"Myanmar","MMR","2008",64.37,9.83,2900,392
"Myanmar","MMR","2009",64.64,13.2,3210,388
"Myanmar","MMR","2010",64.92,15.25,3530,384
"Myanmar","MMR","2011",65.18,19.07,3780,380
"Myanmar","MMR","2012",65.43,23.67,3980,376
"Myanmar","MMR","2013",65.65,17.93,4340,373
"Myanmar","MMR","2014",65.86,20.29,4680,369
"Namibia","NAM","2000",55.12,125.91,4880,711
"Namibia","NAM","2001",54.4,113.49,4920,846
"Namibia","NAM","2002",54.11,105.89,5220,848
"Namibia","NAM","2003",54.28,162.44,5690,915
"Namibia","NAM","2004",54.92,213.5,6280,938
"Namibia","NAM","2005",55.98,262.17,6380,920
"Namibia","NAM","2006",57.32,279.66,7010,893
"Namibia","NAM","2007",58.78,293.43,7480,832
"Namibia","NAM","2008",60.18,285.98,7720,794
"Namibia","NAM","2009",61.44,332.05,7650,696
"Namibia","NAM","2010",62.48,405.64,7900,643
"Namibia","NAM","2011",63.28,486.47,8390,603
"Namibia","NAM","2012",63.88,467.9,8660,546
"Namibia","NAM","2013",64.34,470.04,9400,511
"Namibia","NAM","2014",64.68,499.02,9990,474
"Nepal","NPL","2000",62.33,12.21,1220,163
"Nepal","NPL","2001",63.02,13.08,1290,163
"Nepal","NPL","2002",63.69,13.48,1290,163
"Nepal","NPL","2003",64.32,14.26,1340,163
"Nepal","NPL","2004",64.92,16.84,1420,163
"Nepal","NPL","2005",65.49,18.53,1510,163
"Nepal","NPL","2006",66.04,19.85,1600,164
"Nepal","NPL","2007",66.55,24.56,1690,164
"Nepal","NPL","2008",67.05,28.58,1800,164
"Nepal","NPL","2009",67.52,30.7,1890,164
"Nepal","NPL","2010",67.97,38.96,1970,163
"Nepal","NPL","2011",68.41,45.72,2050,162
"Nepal","NPL","2012",68.82,38.41,2170,161
"Nepal","NPL","2013",69.22,37.18,2270,159
"Nepal","NPL","2014",69.6,39.87,2440,158
"Netherlands","NLD","2000",77.99,1931.79,32190,9
"Netherlands","NLD","2001",78.19,2079.41,32880,10
"Netherlands","NLD","2002",78.29,2411.36,34050,9.7
"Netherlands","NLD","2003",78.49,2986.76,34180,9.3
"Netherlands","NLD","2004",79.1,3409.74,36070,9.3
"Netherlands","NLD","2005",79.35,3994,37410,7.9
"Netherlands","NLD","2006",79.7,4162.44,41460,7
"Netherlands","NLD","2007",80.1,4801.73,44120,6.5
"Netherlands","NLD","2008",80.25,5462.49,44990,6.7
"Netherlands","NLD","2009",80.55,5355.07,44130,7.8
"Netherlands","NLD","2010",80.7,5286.47,44950,7.1
"Netherlands","NLD","2011",81.2,5649.2,46910,6.7
"Netherlands","NLD","2012",81.1,5456.45,47670,6.3
"Netherlands","NLD","2013",81.3,5688.44,49390,5.7
"Netherlands","NLD","2014",81.3,5693.86,48930,5.5
"New Caledonia","NCL","2000",75.16,NA,NA,51
"New Caledonia","NCL","2001",74.83,NA,NA,33
"New Caledonia","NCL","2002",75.1,NA,NA,34
"New Caledonia","NCL","2003",75.27,NA,NA,20
"New Caledonia","NCL","2004",75.51,NA,NA,31
"New Caledonia","NCL","2005",75.17,NA,NA,24
"New Caledonia","NCL","2006",76.46,NA,NA,25
"New Caledonia","NCL","2007",75.95,NA,NA,23
"New Caledonia","NCL","2008",76.46,NA,NA,24
"New Caledonia","NCL","2009",76.97,NA,NA,26
"New Caledonia","NCL","2010",77.47,NA,NA,23
"New Caledonia","NCL","2011",76.73,NA,NA,24
